"","Property.Name","Property.Type","Asking","PSF","Built.Year","Model","Developer","Address","District","Bedrooms","Bathrooms","Floor","Area","Tenure","No..of.Units","Facilities","Agent","Furnish","HDB.Town"
"798","The Visionaire","Condominium","$599,000","$831 psf (Built-up)","2019","Executive Condominium","Qingjian Realty (Sembawang) Pte Ltd","170 Canberra Drive (768002)","D27 - Sembawang / Yishun","2","3","MID","721 sqft (Built-up)","LEASEHOLD/99 years","632","Corner Unit | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Nelly Moo (EXPERT-SRX)","Partially Furnished",NA
"799","Parc Riviera","Condominium","$1,506,000","$1,272 psf (Built-up)",NA,"Condominium","EL Development (West Coast) Pte. Ltd.","101 West Coast Vale (126753)","D5 - Buona Vista / West Coast / Clementi New Town","4",NA,NA,"1,184 sqft (Built-up)","LEASEHOLD/99 years","752","Air Conditioning | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Nelly Moo (EXPERT-SRX)",NA,NA
"800","Cambio Suites","Apartment","$988,000","$1,434 psf (Built-up)","2016","Apartment","Urban Lofts Pte Ltd","28 Lim Tua Tow Road (547791)","D19 - Hougang / Punggol / Sengkang","2+1","2","GROUND","689 sqft (Built-up)","FREEHOLD","53","Steam Room | Massage Therapy Platform | Tanning Ledge | Gymnasium | Bubble Pool | Children Playground | Communal Courtyard | Yoga And Meditation Deck | Outdoor Fitness Station | Swimming Pool | Landscape Garden | Pets Lawn | Air Conditioning | Cooker Hob/hood | Water Heater | Outdoor Patio","Nelly Moo (EXPERT-SRX)","Not Furnished",NA
"801","Yishun Street 61","HDB Executive","$630,000","$409 psf (Built-up)","1987","Executive Apartment",NA,"614 Yishun Street 61 (760614)",NA,"3","2","MID","143 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Renovated | Air Conditioning | Water Heater | Cooker Hob/hood | Bombshelter","Zola Tan","Not Furnished","Yishun"
"802","The Crest","Condominium","$2,114,000","$1,738 psf (Built-up)","2018","Condominium","Wingcrown Investment Pte Ltd","103 Prince Charles Crescent (159018)","D3 - Alexandra / Commonwealth","3","3","LOW","1,216 sqft (Built-up)","LEASEHOLD/99 years","469","Park/greenery View | Original Condition | Air Conditioning | Intercom | Cooker Hob/hood | Water Heater | Balcony | Walk-in-wardrobe","Henry Lim (MBA, EXPERT-SRX)","Partially Furnished",NA
"803","The Greenwich","Condominium","$1,050,000","$1,006 psf (Built-up)","2013","Condominium","Far East Square Pte. Ltd.","5 Seletar Road (807013)","D28 - Seletar / Yio Chu Kang","2","1","MID","1,044 sqft (Built-up)","LEASEHOLD/99 years","319","Renovated | Air Conditioning | Park/greenery View | Intercom | Cooker Hob/hood | Water Heater | Balcony | Walk-in-wardrobe","Henry Lim (MBA, EXPERT-SRX)","Partially Furnished",NA
"804","iNZ Residence EC","Condominium","$788,000","$796 psf (Built-up)","2019","Condominium",NA,"62 Choa Chu Kang Avenue 5 (688192)","D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang","3","2","LOW","990 sqft (Built-up)","LEASEHOLD/99 years",NA,"Park/greenery View | Original Condition | Air Conditioning | Water Heater | Cooker Hob/hood | Walk-in-wardrobe | Balcony","Henry Lim (MBA, EXPERT-SRX)","Partially Furnished",NA
"805","The Meyerise","Condominium","$15,000,000","$2,733 psf (Built-up)","2014","Condominium","Hong Leong Holdings Ltd","97 Meyer Road (437918)","D15 - East Coast / Marine Parade","5","4","HIGH","5,489 sqft (Built-up)","FREEHOLD","239","Table Games Pavilion | Visitor's Car Park | Main Entrance Drop-off | Dining Pavilion | Chaise Pool | Tennis Court | Fun Pool | Jacuzzi Pool | Swimming Pool | Reading Pavilion | Children's Pool | Children's Play Area | Pool Deck | Adult Fitness Area | Pedestrian Side Gate | Clubhouse | Park/greenery View | Original Condition | Air Conditioning | Hairdryer | Cooker Hob/hood | Balcony | Bombshelter","Henry Lim (MBA, EXPERT-SRX)","Not Furnished",NA
"806","Stars Of Kovan","Apartment","$1,334,720","$1,393 psf (Built-up)","2020","Apartment","Kovan Treasure Pte. Ltd.","984 Upper Serangoon Road (533854)","D19 - Hougang / Punggol / Sengkang","3","2","LOW","958 sqft (Built-up)","LEASEHOLD/99 years","395","Original Condition | Park/greenery View | Air Conditioning | Water Heater | Cooker Hob/hood | Intercom | Balcony | Walk-in-wardrobe","Henry Lim (MBA, EXPERT-SRX)","Partially Furnished",NA
"807","Nin Residence","Apartment","$1,220,000","$1,350 psf (Built-up)","2014","Apartment","Qingjian Realty (Serangoon) Pte Ltd","85 Pheng Geck Avenue (348271)","D13 - Macpherson / Potong Pasir","2","2","GROUND","904 sqft (Built-up)","LEASEHOLD/99 years","219","Corner Unit | Park/greenery View | Renovated | City View | Air Conditioning | Cooker Hob/hood | Intercom | Hairdryer | Bathtub | Jacuzzi | Water Heater | Bombshelter | Maidsroom | Balcony | Outdoor Patio","Amy Tan",NA,NA
"808","8@Woodleigh","Condominium","$1,280,000","$1,487 psf (Built-up)","2012","Condominium","FCL Homes Pte Ltd","6 Woodleigh Close (357902)","D13 - Macpherson / Potong Pasir","2","2",NA,"861 sqft (Built-up)","LEASEHOLD/99 years","330","Swimming Pool View | Renovated | Park/greenery View | City View | Corner Unit | Bathtub | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Walk-in-wardrobe","Amy Tan",NA,NA
"809","The Foresta @ Mount Faber","Condominium","$895,000","$2,077 psf (Built-up)","2014","Condominium","Hoi Hup Realty Pte Ltd","108 Wishart Road (098752)","D4 - Sentosa / Harbourfront","1","1","GROUND","431 sqft (Built-up)","FREEHOLD","141","Park/greenery View | Sea View | Corner Unit | Jacuzzi | Bathtub | Private Pool | Cooker Hob/hood | Hairdryer | Bombshelter | Balcony | Maidsroom | Terrace | Roof Terrace","Amy Tan",NA,NA
"810","Stars Of Kovan","Apartment","$1,334,720","$1,393 psf (Built-up)","2017","Apartment","Kovan Treasure Pte. Ltd.","982 Upper Serangoon Road (533855)","D19 - Hougang / Punggol / Sengkang","3","2","LOW","958 sqft (Built-up)","LEASEHOLD/99 years","395","Original Condition | Park/greenery View | Air Conditioning | Water Heater | Cooker Hob/hood | Intercom | Balcony | Walk-in-wardrobe","Tina Lee Kim Lian","Partially Furnished",NA
"811","The Meyerise","Condominium","$13,000,000","$2,368 psf (Built-up)","2014","Condominium","Hong Leong Holdings Ltd","97 Meyer Road (437918)","D15 - East Coast / Marine Parade","5","4","HIGH","5,489 sqft (Built-up)","FREEHOLD","239","Pedestrian Side Gate | Fun Pool | Adult Fitness Area | Chaise Pool | Tennis Court | Jacuzzi Pool | Visitor's Car Park | Main Entrance Drop-off | Swimming Pool | Dining Pavilion | Table Games Pavilion | Pool Deck | Children's Play Area | Children's Pool | Clubhouse | Reading Pavilion | Original Condition | Park/greenery View | Air Conditioning | Hairdryer | Cooker Hob/hood | Balcony | Bombshelter","Tina Lee Kim Lian","Not Furnished",NA
"812","The Crest","Condominium","$2,114,000","$1,738 psf (Built-up)","2018","Condominium","Wingcrown Investment Pte Ltd","103 Prince Charles Crescent (159018)","D3 - Alexandra / Commonwealth","3",NA,NA,"1,216 sqft (Built-up)","LEASEHOLD/99 years","469","City View | Cooker Hob/hood | Intercom | Air Conditioning","Tina Lee Kim Lian",NA,NA
"813","iNZ Residence EC","Condominium","$818,000","$826 psf (Built-up)","2019","Condominium",NA,"62 Choa Chu Kang Avenue 5 (688192)","D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang","3","2","MID","990 sqft (Built-up)","LEASEHOLD/99 years",NA,"Park/greenery View | Original Condition | Air Conditioning | Water Heater | Cooker Hob/hood | Intercom | Balcony | Walk-in-wardrobe","Tina Lee Kim Lian","Partially Furnished",NA
"814","The Crest","Condominium","$2,114,000","$1,738 psf (Built-up)","2018","Condominium","Wingcrown Investment Pte Ltd","103 Prince Charles Crescent (159018)","D3 - Alexandra / Commonwealth","3","3","LOW","1,216 sqft (Built-up)","LEASEHOLD/99 years","469","Park/greenery View | Original Condition | Cooker Hob/hood | Intercom | Water Heater | Air Conditioning | Balcony | Walk-in-wardrobe","Tina Lee Kim Lian","Partially Furnished",NA
"815","Kingsford Waterbay","Apartment","$1,115,341","$1,312 psf (Built-up)","2018","Apartment","Kingsford Property Development Pte Ltd","72 Upper Serangoon View (533882)","D19 - Hougang / Punggol / Sengkang","3","2",NA,"850 sqft (Built-up)","LEASEHOLD/99 years","1165","Swimming Pool View | Air Conditioning | Cooker Hob/hood | Intercom | Balcony","Franck Siak","Partially Furnished",NA
"816","Queens Peak","Condominium","$1,810,000","$1,716 psf (Built-up)","2020","Condominium","HY Realty (Dundee) Pte Ltd","1 Dundee Road (149456)","D3 - Alexandra / Commonwealth","3+1",NA,NA,"1,055 sqft (Built-up)","LEASEHOLD/99 years","736","City View | Sea View | Renovated | Swimming Pool View | Air Conditioning | Cooker Hob/hood | Intercom | Private Lift | Balcony | Maidsroom","Franck Siak",NA,NA
"817","The Navian","Apartment","$1,011,000","$1,516 psf (Built-up)",NA,"Apartment","RH Eunos Pte Ltd","178 Jalan Eunos (419530)","D14 - Eunos / Geylang / Paya Lebar","2+1",NA,NA,"667 sqft (Built-up)","FREEHOLD","48","Renovated | Air Conditioning | Cooker Hob/hood | Intercom | Balcony | Maidsroom","Franck Siak",NA,NA
"818","26 Newton","Condominium","$1,979,924","$2,555 psf (Built-up)","2016","Condominium","Novelty Corp Pte Ltd","26 Newton Road (307957)","D11 - Newton / Novena","2+1","2","HIGH","775 sqft (Built-up)","FREEHOLD","180","Pavilion With Bbq Corner | Cabana | Sentry Point | Gymnasium | Bin Centre | Outdoor Shower | Wading Pool | Lobby | Pool Deck | Drop Off Point | Children Playground | Genset | Car Park | Swimming Pool | Changing Room, Shower Point | Corner Unit | Park/greenery View | City View | Cooker Hob/hood | Water Heater | Air Conditioning | Balcony | Bombshelter","Jenny Yong","Partially Furnished",NA
"819","26 Newton","Condominium","$1,979,900","$2,555 psf (Built-up)","2016","Condominium","Novelty Corp Pte Ltd","26 Newton Road (307957)","D11 - Newton / Novena","2","2","HIGH","775 sqft (Built-up)","FREEHOLD","180","Sentry Point | Lobby | Changing Room, Shower Point | Gymnasium | Cabana | Pavilion With Bbq Corner | Drop Off Point | Genset | Wading Pool | Bin Centre | Pool Deck | Outdoor Shower | Car Park | Children Playground | Swimming Pool | Corner Unit | Renovated | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Bombshelter | Balcony","Iris Sim","Partially Furnished",NA
"820","Choa Chu Kang North 5","HDB 4 Rooms","$345,000","$305 psf (Built-up)","1996","Model A",NA,"765 Choa Chu Kang North 5 (680765)",NA,"3","3","LOW","105 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Air Conditioning | Cooker Hob/hood","Parry Tiwari","Partially Furnished","Choa Chu Kang"
"821","Tampines Street 45","HDB Executive","$589,999","$397 psf (Built-up)","1996","Apartment",NA,"497D Tampines Street 45 (523497)",NA,"4",NA,NA,"138 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Cooker Hob/hood | Water Heater","Mohamad Zamry Bin Abdul Rahim",NA,"Tampines"
"822","Jubilee Road","Semi-Detached","$4,800,000","$1,559 psf (Land) /$1,200 psf (Built-up)","1996","Semi-detached",NA,"Jubilee Road","D5 - Buona Vista / West Coast / Clementi New Town","5","5","GROUND","3,078 sqft (Land) / 4,000 sqft (Built-up)","FREEHOLD",NA,"Original Condition | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony","Roger Seah","Partially Furnished",NA
"823","Kovan Regency","Condominium","$1,450,000","$1,480 psf (Built-up)","2015","Condominium","Hoi Hup Kovan Development Pte Ltd","38 Kovan Rise (544727)","D19 - Hougang / Punggol / Sengkang","3","2","MID","980 sqft (Built-up)","LEASEHOLD/99 years","378","Bbq Garden | Roof Terrace | Tree Grove | 50M Lap Pool | Pool Deck | Children Pool | Function Room | Outdoor Fitness Station | Spa Pool | Water Jet Platform | Gymnasium | Reading Corner | Clubhouse | Trellis | Chess Corner | Reflecting Pool | Seating Alcove | Playground | Toddler Pool | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony | Maidsroom","Josephine Chua","Partially Furnished",NA
"824","Kallang Riverside","Apartment","$2,407,283","$2,110 psf (Built-up)","2018","Apartment","The Singapore-Johore Express Pte Ltd","51 Kampong Bugis (338986)","D12 - Balestier / Toa Payoh","3","3","HIGH","1,141 sqft (Built-up)","FREEHOLD","212","Corner Unit | Park/greenery View | City View | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony","Jenny Yong","Partially Furnished",NA
"825","Kallang Riverside","Apartment","$2,141,903","$2,073 psf (Built-up)","2018","Apartment","The Singapore-Johore Express Pte Ltd","51 Kampong Bugis (338986)","D12 - Balestier / Toa Payoh","2+1","2","HIGH","1,033 sqft (Built-up)","FREEHOLD","212","Corner Unit | Park/greenery View | City View | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony","Jenny Yong","Partially Furnished",NA
"826","City Suites","Apartment","$780,000","$1,685 psf (Built-up)","2017","Apartment","Corporate Residence Pte Ltd","235 Balestier Road (329699)","D12 - Balestier / Toa Payoh","1","1","HIGH","463 sqft (Built-up)","FREEHOLD","56","Park/greenery View | City View | Swimming Pool View | Original Condition | Corner Unit | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Balcony | Bombshelter | Outdoor Patio | Walk-in-wardrobe","Murphy Lee (PHD, SRX) Www.8838-1388.com","Partially Furnished",NA
"827","Sophia Hills","Condominium","$1,308,000","$1,869 psf (Built-up)","2018","Condominium","Hoi Hup Sunway Mount Sophia Pte Ltd","11 MOUNT SOPHIA (228461)","D9 - Orchard / River Valley","2",NA,NA,"700 sqft (Built-up)","LEASEHOLD/99 years","493","Residents' Side Gate | Vantage Deck | Steps Cascades | Seating Corner | Childcare Drop-off Plaza | Mountain Terraces | Fitness Stations | Clubhouse Drop-off Plaza | Male And Female Changing And Steam Rooms | Lagoon Pool | Children's Pool | Children's Water Play | Substation | Function Rooms | Toddler's Playground | Timber Deck | Bin Centre | Bio-pond | The Sophia Mirror Pool | Guardhouse | Jogging Path | Multi-purpose Media Room | Yoga Decks | Games Room | Gymnasium | Water Wall | The Sophia Grand Staircase | Lounge | Main Entrance Drop-off Plaza | Bbq Corner | Water Cascades | Conserved Building: Restaurant | Pavilion | Conserved Building: Childcare/kindergarten | Internet Corner | Sunning Deck | 50M Lap Pool | Reflective Pool | Management Office | Jacuzzi | Adventure Playground | Swimming Pool View | Renovated | Park/greenery View | Original Condition | City View | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Bombshelter | Balcony","Murphy Lee (PHD, SRX) Www.8838-1388.com",NA,NA
"828","The Morris Residences","Terrace","$2,600,000","$678 psf (Built-up)","2017","Cluster House",NA,"Paya Lebar Crescent","D19 - Hougang / Punggol / Sengkang","4","5","GROUND","3,832 sqft (Built-up)","FREEHOLD",NA,"Park/greenery View | Swimming Pool View | Corner Unit | Air Conditioning | Original Condition | Bathtub | Intercom | Cooker Hob/hood | Private Pool | Water Heater | Air Conditioning | Private Lift | Jacuzzi | Bombshelter | Maidsroom | Terrace | Balcony | Walk-in-wardrobe | Roof Terrace | Outdoor Patio | Private Garden","Murphy Lee (PHD, SRX) Www.8838-1388.com","Partially Furnished",NA
"829","Kallang Riverside","Apartment","$2,750,000","$1,920 psf (Built-up)","2018","Apartment","The Singapore-Johore Express Pte Ltd","51 Kampong Bugis (338986)","D12 - Balestier / Toa Payoh","3",NA,NA,"1,432 sqft (Built-up)","FREEHOLD","212","Corner Unit | Park/greenery View | Swimming Pool View | Sea View | Renovated | City View | Original Condition | Air Conditioning | Water Heater | Intercom | Cooker Hob/hood | Jacuzzi | Bathtub | Balcony | Walk-in-wardrobe | Private Garden | Outdoor Patio | Maidsroom","Murphy Lee (PHD, SRX) Www.8838-1388.com",NA,NA
"830","Trilive","Condominium","$848,000","$1,545 psf (Built-up)",NA,"Condominium","RH Tampines Pte Ltd","111 Tampines Road (535133)","D19 - Hougang / Punggol / Sengkang","2","1",NA,"549 sqft (Built-up)","FREEHOLD","222","Dining Cove | 3-GEN Deck | Aquatic Gym | Kid’s Pool | Sky Bbq | Lighting Cove | Water Feature | Sky Suite | Chess Garden | Family Deck | Adventure Putting Green | Spa Cove | Pool Deck | Family Lounge Pool | Bamboo Meditation Garden | The Cove Lobby | Tea Cove | Lifestyle Gym | Chillout Lounge | Flower Cove | Herb Garden | The Green Garden | Wellness Garden | Forest Pavilion | Forest Adventure Playground | Energy Garden | Side Gate | Forest Jogging Trail | Sky Garden | Sky Lounge | Cove Living | Garden Court | Garden Of Light | Forest Bbq | Dining Pod | Cove Bar | 30M Sky Pool | Pet Run | Pebble Bar | Grill Cove | Family Forest Trellis | Swimming Pool View | Park/greenery View | Original Condition | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Murphy Lee (PHD, SRX) Www.8838-1388.com","Partially Furnished",NA
"831","Kingsford Waterbay","Apartment","$558,000","$1,153 psf (Built-up)","2018","Apartment","Kingsford Property Development Pte Ltd","52 UPPER SERANGOON VIEW (533892)","D19 - Hougang / Punggol / Sengkang","1","1",NA,"484 sqft (Built-up)","LEASEHOLD/99 years","1165","Swimming Pool View | Park/greenery View | Sea View | Original Condition | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Murphy Lee (PHD, SRX) Www.8838-1388.com","Partially Furnished",NA
"832","Thomson Impressions","Apartment","$1,348,000","$1,278 psf (Built-up)","2018","Apartment","NS Property (Thomson) Pte Ltd","3 LORONG PUNTONG (576444)","D20 - Ang Mo Kio / Bishan / Thomson","3",NA,NA,"1,055 sqft (Built-up)","LEASEHOLD/99 years","288","Swimming Pool View | Park/greenery View | Original Condition | City View | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Murphy Lee (PHD, SRX) Www.8838-1388.com",NA,NA
"833","City Suites","Apartment","$838,000","$1,590 psf (Built-up)","2017","Apartment","Corporate Residence Pte Ltd","235 Balestier Road (329699)","D12 - Balestier / Toa Payoh","1","1","HIGH","527 sqft (Built-up)","FREEHOLD","56","Park/greenery View | City View | Swimming Pool View | Original Condition | Corner Unit | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Balcony | Bombshelter | Outdoor Patio | Walk-in-wardrobe","Murphy Lee (PHD, SRX) Www.8838-1388.com","Partially Furnished",NA
"834","Trilive","Condominium","$1,648,000","$1,417 psf (Built-up)","2018","Condominium","RH Tampines Pte Ltd","111 TAMPINES ROAD (535133)","D19 - Hougang / Punggol / Sengkang","4",NA,NA,"1,163 sqft (Built-up)","FREEHOLD","222","Pebble Bar | Bamboo Meditation Garden | Energy Garden | Forest Adventure Playground | Adventure Putting Green | Family Forest Trellis | Sky Lounge | Forest Bbq | 3-GEN Deck | Flower Cove | Family Lounge Pool | Water Feature | Dining Cove | Chess Garden | Forest Jogging Trail | Family Deck | Side Gate | Pool Deck | Lifestyle Gym | Herb Garden | Grill Cove | Aquatic Gym | Forest Pavilion | Tea Cove | Garden Court | Garden Of Light | Cove Living | Chillout Lounge | Pet Run | Sky Suite | Sky Garden | Lighting Cove | The Green Garden | Spa Cove | Sky Bbq | 30M Sky Pool | Cove Bar | Dining Pod | Wellness Garden | The Cove Lobby | Kid’s Pool | Swimming Pool View | Park/greenery View | Original Condition | City View | Air Conditioning | Corner Unit | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Bombshelter","Murphy Lee (PHD, SRX) Www.8838-1388.com",NA,NA
"835","Sophia Hills","Condominium","$1,538,000","$1,809 psf (Built-up)",NA,"Condominium","Hoi Hup Sunway Mount Sophia Pte Ltd","5 Mount Sophia (228453)","D9 - Orchard / River Valley","3","2",NA,"850 sqft (Built-up)","LEASEHOLD/99 years","493","Gymnasium | The Sophia Grand Staircase | Children's Pool | Residents' Side Gate | Bio-pond | Bin Centre | Sunning Deck | Clubhouse Drop-off Plaza | Pavilion | Childcare Drop-off Plaza | Jogging Path | Games Room | Conserved Building: Restaurant | 50M Lap Pool | Main Entrance Drop-off Plaza | Multi-purpose Media Room | Water Wall | Mountain Terraces | Toddler's Playground | Fitness Stations | Adventure Playground | Substation | Vantage Deck | Water Cascades | Function Rooms | Guardhouse | Bbq Corner | Lagoon Pool | Conserved Building: Childcare/kindergarten | Jacuzzi | Management Office | Lounge | Children's Water Play | Male And Female Changing And Steam Rooms | Steps Cascades | Seating Corner | The Sophia Mirror Pool | Yoga Decks | Timber Deck | Internet Corner | Reflective Pool | Swimming Pool View | Park/greenery View | Original Condition | City View | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Murphy Lee (PHD, SRX) Www.8838-1388.com","Partially Furnished",NA
"836","Kallang Riverside","Apartment","$1,200,000","$2,321 psf (Built-up)","2018","Apartment","The Singapore-Johore Express Pte Ltd","51 Kampong Bugis (338986)","D12 - Balestier / Toa Payoh","1","1","HIGH","517 sqft (Built-up)","FREEHOLD","212","Corner Unit | Park/greenery View | Swimming Pool View | Sea View | Renovated | City View | Air Conditioning | Water Heater | Intercom | Cooker Hob/hood | Jacuzzi | Balcony | Walk-in-wardrobe | Private Garden | Outdoor Patio","Murphy Lee (PHD, SRX) Www.8838-1388.com","Partially Furnished",NA
"837","Kallang Riverside","Apartment","$2,000,000","$1,936 psf (Built-up)","2018","Apartment","The Singapore-Johore Express Pte Ltd","51 Kampong Bugis (338986)","D12 - Balestier / Toa Payoh","2+1","2","HIGH","1,033 sqft (Built-up)","FREEHOLD","212","Corner Unit | Park/greenery View | Swimming Pool View | Sea View | Renovated | City View | Original Condition | Air Conditioning | Water Heater | Intercom | Cooker Hob/hood | Jacuzzi | Balcony | Walk-in-wardrobe | Private Garden | Outdoor Patio","Murphy Lee (PHD, SRX) Www.8838-1388.com","Partially Furnished",NA
"838","MARSILING ROAD","HDB 4 Rooms","$325,000","$332 psf (Built-up)",NA,"New Generation",NA,"140 MARSILING ROAD (730140)",NA,"4",NA,NA,"91 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Park/greenery View | Air Conditioning | Corner Unit | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning","Mark Tan",NA,"Woodlands"
"839","Senja Link","HDB Executive","$520,000","$372 psf (Built-up)","2001","Apartment",NA,"653 Senja Link (670653)",NA,"4","2",NA,"130 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Corner Unit | Water Heater | Cooker Hob/hood | Air Conditioning","Mark Tan","Fully Furnished","Bukit Panjang"
"840","Woodlands Street 81","HDB 4 Rooms","$320,000","$354 psf (Built-up)",NA,"Simplified",NA,"801 Woodlands Street 81 (730801)",NA,"3",NA,NA,"84 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Air Conditioning | Air Conditioning","Mark Tan",NA,"Woodlands"
