"X","Property.Name","Property.Type","Asking","PSF","Built.Year","Model","Developer","Address","District","Bedrooms","Bathrooms","Furnish","Floor","Area","Tenure","No..of.Units","Facilities","Agent","Min.Distance","HDB.Town","lat","long","accuracy"
1616,"H2O Residences","Condominium","$1,228,000","$1,087 psf (Built-up)",2015,"Condominium","Impac Holdings Pte Ltd","32 Fernvale Link (797531)","D28 - Seletar / Yio Chu Kang","3",NA,NA,NA,"1,130 sqft (Built-up)","LEASEHOLD/99 years",521,"Discovery Playground | Discovery Bio-pond | Eco Pond | Infinity Lap Pool | Nature's Terrace | Tennis Court | The Fitness Club | The Executive Club | Guard House | Discovert Pool | Side Gate | Arrival Plaza | Fitness Station | Serenity Deck | Cattail's Trail | Meandering Pool | Rain Garden | Jet Pool | The Playscape | Aqua Gym | Sunshine Deck | Bbq Area | Whistling Pavilion | Renovated | Corner Unit | Air Conditioning | Water Heater | Intercom | Cooker Hob/hood | Balcony","Angela Ng",40,NA,1.3924984,103.8799821,"street_address"
1617,"Crescent Road","Detached","$13,498,000","$1,211 psf (Land) /$2,700 psf (Built-up)",1997,"Detached",NA,"Crescent Road","D15 - East Coast / Marine Parade","6",6,"Partially Furnished",NA,"11,143 sqft (Land) / 5,000 sqft (Built-up)","FREEHOLD",NA,"Park/greenery View | Air Conditioning | Water Heater | Outdoor Patio | Terrace","Aman Bajaj",390,NA,1.3037597,103.8931542,"route"
1618,"H2O Residences","Condominium","$1,242,000","$1,099 psf (Built-up)",2015,"Condominium","Impac Holdings Pte Ltd","32 Fernvale Link (797531)","D28 - Seletar / Yio Chu Kang","3",NA,NA,NA,"1,130 sqft (Built-up)","LEASEHOLD/99 years",521,"Nature's Terrace | Discovery Playground | Cattail's Trail | Jet Pool | The Fitness Club | Bbq Area | Tennis Court | The Playscape | The Executive Club | Fitness Station | Eco Pond | Side Gate | Discovery Bio-pond | Aqua Gym | Whistling Pavilion | Meandering Pool | Serenity Deck | Guard House | Discovert Pool | Sunshine Deck | Arrival Plaza | Rain Garden | Infinity Lap Pool | Air Conditioning | Water Heater","Jesmond Lee",40,NA,1.3924984,103.8799821,"street_address"
1619,"Ang Mo Kio Avenue 5","HDB 4 Rooms","$415,000","$415 psf (Built-up)",1981,"New Generation",NA,"153 Ang Mo Kio Avenue 5 (560153)",NA,"3",2,"Partially Furnished","LOW","93 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Air Conditioning | Water Heater | Cooker Hob/hood","Alan Koh",680,"Ang Mo Kio",1.3763871,103.8422318,"premise"
1620,"Waterview","Condominium","$1,000,000","$1,080 psf (Built-up)",2014,"Condominium","Sim Lian (Tampines One) Pte. Ltd","91 Tampines Avenue 1 (528690)","D18 - Pasir Ris / Tampines","2",2,"Partially Furnished","HIGH","926 sqft (Built-up)","LEASEHOLD/99 years",696,"Sea View | Park/greenery View | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony","Paul Wong",1390,NA,1.3494796,103.9266397,"street_address"
1621,"St. Georges Road","HDB 3 Rooms","$370,000","$513 psf (Built-up)",1984,NA,NA,"20 St. Georges Road (321020)",NA,"2",NA,NA,NA,"67 sqm (Built-up)","LEASEHOLD/99 years",NA,"","Arthur Franco",560,"Kallang/Whampoa",1.324733,103.8628925,"premise"
1622,"MARLENE AVENUE","Terrace","$3,500,000","$1,249 psf (Land) /$921 psf (Built-up)",1993,"Inter Terrace",NA,"MARLENE AVENUE","D19 - Hougang / Punggol / Sengkang","6",4,"Partially Furnished",NA,"2,800 sqft (Land) / 3,800 sqft (Built-up)","FREEHOLD",NA,"Renovated | Park/greenery View | Air Conditioning | Cooker Hob/hood | Air Conditioning | Balcony","Eric Chan",1220,NA,1.3606689,103.8710965,"route"
1623,"The Foliage","Condominium","$1,250,000","$1,305 psf (Built-up)",2008,"Condominium","Hoi Hup J. V. Development Pte Ltd","372 Pasir Panjang Road (118709)","D5 - Buona Vista / West Coast / Clementi New Town","2+1",2,"Partially Furnished","LOW","958 sqft (Built-up)","FREEHOLD",88,"Barbecue Area | Fitness Area | Gymnasium | Swimming Pool | Jacuzzi | Swimming Pool View | Air Conditioning | Cooker Hob/hood | Air Conditioning | Water Heater | Flooring For Bedroom | Wardrobe | Flooring For Living/dining | Air-conditioning | Kitchen | Balcony | Bombshelter","Evelyn Mulia",1220,NA,1.290959,103.774063,"street_address"
1624,"Marina One Residences","Apartment","$2,400,000","$2,164 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","23 Marina Way (018979)","D1 - Boat Quay / Raffles Place / Marina","2",NA,"Partially Furnished",NA,"1,109 sqft (Built-up)","LEASEHOLD/99 years",1042,"Park/greenery View | Sea View","Au Yong Ke Xin",130,NA,1.280042,103.855291,"establishment"
1625,"Toh Guan Road","HDB 5 Rooms","$650,000","$499 psf (Built-up)",1998,NA,NA,"276 Toh Guan Road (600276)",NA,"3",NA,NA,NA,"121 sqm (Built-up)","LEASEHOLD/99 years",NA,"Air Conditioning | Water Heater","Joe Chin T L",940,"Jurong East",1.341042,103.7474263,"premise"
1626,"Bedok North Avenue 4","HDB Executive","$680,000","$448 psf (Built-up)",1993,"Executive Apartment",NA,"94B Bedok North Avenue 4 (461094)",NA,"4",2,NA,"LOW","141 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Renovated | Park/greenery View | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Leon Wee",840,"Bedok",1.333893,103.94284,"street_address"
1627,"Cote D'Azur","Condominium","$2,899,000","$1,016 psf (Built-up)",NA,"Condominium","Marine Parade View Pte Ltd (Centerpoint Homes)","60 MARINE PARADE ROAD (449297)","D15 - East Coast / Marine Parade","4",4,"Not Furnished","PENTHOUSE","2,852 sqft (Built-up)","LEASEHOLD/99 years",612,"Jacuzzi | Barbecue Area | Car Park | Tennis Court | Gymnasium | Club House | Play Ground | Swimming Pool | Renovated | Park/greenery View | Sea View | City View | Swimming Pool View | Air Conditioning | Corner Unit | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Flooring For Bedroom | Flooring For Living/dining | Balcony | Walk-in-wardrobe | Roof Terrace | Maidsroom","Alvin Tan",420,NA,1.300835,103.902898,"street_address"
1628,"Kingsford Waterbay","Apartment","$1,085,000","$1,276 psf (Built-up)",2018,"Apartment","Kingsford Property Development Pte Ltd","84 Upper Serangoon View (533876)","D19 - Hougang / Punggol / Sengkang","3",2,"Partially Furnished",NA,"850 sqft (Built-up)","LEASEHOLD/99 years",1165,"Sea View | Park/greenery View | Swimming Pool View | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony","Steve Ong",900,NA,1.3738557,103.9022723,"street_address"
1629,"Opera Estate","Terrace","$3,600,000","$1,104 psf (Land) /$750 psf (Built-up)",1998,"Corner Terrace",NA,"Terang Bulan Avenue","D15 - East Coast / Marine Parade","6",6,"Not Furnished",NA,"3,260 sqft (Land) / 4,800 sqft (Built-up)","FREEHOLD",182,"Original Condition | Outdoor Patio","Steve Ong",870,NA,1.3218764,103.9227893,"route"
1630,"Sophia Hills","Condominium","$1,180,000","$2,070 psf (Built-up)",NA,"Condominium","Hoi Hup Sunway Mount Sophia Pte Ltd","19 Mount Sophia (228474)","D9 - Orchard / River Valley","1",NA,NA,NA,"570 sqft (Built-up)","LEASEHOLD/99 years",493,"Yoga Decks | Toddler's Playground | Clubhouse Drop-off Plaza | Bio-pond | Conserved Building: Restaurant | Lounge | Games Room | Water Cascades | The Sophia Mirror Pool | Seating Corner | Main Entrance Drop-off Plaza | Management Office | Bin Centre | Jacuzzi | Fitness Stations | Bbq Corner | Function Rooms | Internet Corner | Substation | Reflective Pool | Guardhouse | Male And Female Changing And Steam Rooms | Gymnasium | Conserved Building: Childcare/kindergarten | Adventure Playground | Children's Water Play | Steps Cascades | Lagoon Pool | Childcare Drop-off Plaza | Water Wall | Jogging Path | Pavilion | Residents' Side Gate | Timber Deck | 50M Lap Pool | The Sophia Grand Staircase | Mountain Terraces | Children's Pool | Sunning Deck | Vantage Deck | Multi-purpose Media Room | Air Conditioning | Cooker Hob/hood | Intercom | Water Heater | Balcony","Emily Yeo",340,NA,1.2999506,103.8473295,"street_address"
1631,"Woodlands Drive 14","HDB 5 Rooms","$440,000","$332 psf (Built-up)",1998,"Improved",NA,"503 Woodlands Drive 14 (730503)",NA,"4",2,"Fully Furnished",NA,"123 sqm (Built-up)","LEASEHOLD/99 years",NA,"Air Conditioning | Cooker Hob/hood | Air Conditioning | Water Heater","Aaron Yong",600,"Woodlands",1.4325723,103.7916062,"premise"
1632,"Elite Residences","Terrace","$2,778,300","$719 psf (Built-up)",2018,"Cluster House","TIEC Holdings Pte Ltd","Elite Terrace","D15 - East Coast / Marine Parade","4",4,"Partially Furnished",NA,"3,864 sqft (Built-up)","FREEHOLD",8,"City View | Cooker Hob/hood | Air Conditioning | Outdoor Patio | Bombshelter | Balcony | Maidsroom | Garage | Walk-in-wardrobe | Terrace | Private Garden | Roof Terrace","Priscilla Ho",1040,NA,1.3162269,103.9249945,"route"
1633,"Kew Drive","Terrace","$3,480,000","$1,859 psf (Land) /$1,055 psf (Built-up)",1997,"Inter Terrace",NA,"Kew Drive","D16 - Bedok / Upper East Coast","4",4,"Partially Furnished",NA,"1,872 sqft (Land) / 3,300 sqft (Built-up)","FREEHOLD",NA,"Renovated | Cooker Hob/hood | Air Conditioning | Water Heater | Maidsroom | Walk-in-wardrobe | Private Garden","Stephanie Ethel Tan",350,NA,1.3203982,103.9507358,"route"
1634,"Fernhill Road","Condominium","$2,300,000","$1,669 psf (Built-up)",NA,"Townhouse",NA,"31 Fernhill Road (259091)","D10 - Tanglin / Holland / Bukit Timah","3",3,"Fully Furnished","GROUND","1,378 sqft (Built-up)","FREEHOLD",NA,"Renovated | Air Conditioning | Cooker Hob/hood | Air Conditioning | Water Heater","Adrian Lim",720,NA,1.3139749,103.8243619,"street_address"
1635,"Foh Pin Garden","Terrace","$2,930,000","$1,399 psf (Land) /$1,085 psf (Built-up)",1979,"Terrace",NA,"Charlton Lane","D19 - Hougang / Punggol / Sengkang","5",3,NA,NA,"2,094 sqft (Land) / 2,700 sqft (Built-up)","FREEHOLD",NA,"Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Private Garden | Terrace","Phyllis Tan",480,NA,1.3557206,103.8820589,"route"
1636,"Sophia Hills","Condominium","$2,212,000","$1,958 psf (Built-up)",NA,"Condominium","Hoi Hup Sunway Mount Sophia Pte Ltd","7 Mount Sophia (228458)","D9 - Orchard / River Valley","3",2,"Partially Furnished",NA,"1,130 sqft (Built-up)","LEASEHOLD/99 years",493,"Gymnasium | Male And Female Changing And Steam Rooms | Substation | Residents' Side Gate | Water Cascades | Childcare Drop-off Plaza | 50M Lap Pool | Games Room | Fitness Stations | Jogging Path | The Sophia Mirror Pool | Clubhouse Drop-off Plaza | Children's Pool | Adventure Playground | Vantage Deck | Water Wall | Jacuzzi | Mountain Terraces | Bin Centre | Lounge | Guardhouse | Bbq Corner | Reflective Pool | Yoga Decks | Function Rooms | Bio-pond | Children's Water Play | Lagoon Pool | Conserved Building: Restaurant | Toddler's Playground | Pavilion | The Sophia Grand Staircase | Management Office | Steps Cascades | Timber Deck | Internet Corner | Main Entrance Drop-off Plaza | Seating Corner | Multi-purpose Media Room | Conserved Building: Childcare/kindergarten | Sunning Deck | Park/greenery View | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Maidsroom","Victoria Linda Chow May Fang",300,NA,1.3003978,103.8478986,"street_address"
1637,"Soleil @ Sinaran","Condominium","$2,580,000","$1,776 psf (Built-up)",2011,"Condominium","Riverside Investments Pte Ltd","6 Sinaran Drive (307468)","D11 - Newton / Novena","2",2,"Fully Furnished",NA,"1,453 sqft (Built-up)","LEASEHOLD/99 years",417,"Fitness Area | Securities | Gymnasium | Wadpool | Landscaped Garden | Tennis Court | Swimming Pool | Renovated | Park/greenery View | City View | Air Conditioning | Bathtub | Intercom | Cooker Hob/hood | Air Conditioning | Flooring For Living/dining | Wardrobe | Air-conditioning | Kitchen | Flooring For Bedroom | Balcony","Victoria Linda Chow May Fang",230,NA,1.319428,103.845055,"street_address"
1638,"Sophia Hills","Condominium","$1,364,000","$1,949 psf (Built-up)",2018,"Condominium","Hoi Hup Sunway Mount Sophia Pte Ltd","7 Mount Sophia (228458)","D9 - Orchard / River Valley","2",2,"Partially Furnished",NA,"700 sqft (Built-up)","LEASEHOLD/99 years",493,"Yoga Decks | Main Entrance Drop-off Plaza | Conserved Building: Restaurant | The Sophia Mirror Pool | Reflective Pool | Fitness Stations | Bio-pond | Childcare Drop-off Plaza | Bbq Corner | Residents' Side Gate | Clubhouse Drop-off Plaza | Vantage Deck | 50M Lap Pool | Mountain Terraces | Children's Pool | Water Wall | Adventure Playground | Function Rooms | Steps Cascades | Timber Deck | Jacuzzi | Male And Female Changing And Steam Rooms | The Sophia Grand Staircase | Sunning Deck | Guardhouse | Lagoon Pool | Gymnasium | Games Room | Bin Centre | Pavilion | Toddler's Playground | Multi-purpose Media Room | Substation | Conserved Building: Childcare/kindergarten | Seating Corner | Management Office | Jogging Path | Water Cascades | Internet Corner | Lounge | Children's Water Play | Park/greenery View | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Victoria Linda Chow May Fang",300,NA,1.3003978,103.8478986,"street_address"
1639,"Sophia Hills","Condominium","$1,089,000","$1,945 psf (Built-up)",2018,"Condominium","Hoi Hup Sunway Mount Sophia Pte Ltd","7 Mount Sophia (228458)","D9 - Orchard / River Valley","1",1,"Not Furnished",NA,"560 sqft (Built-up)","LEASEHOLD/99 years",493,"Lounge | Residents' Side Gate | Pavilion | Water Cascades | Jogging Path | Bin Centre | Adventure Playground | Clubhouse Drop-off Plaza | Children's Pool | Reflective Pool | The Sophia Mirror Pool | Mountain Terraces | Sunning Deck | Lagoon Pool | Fitness Stations | Internet Corner | Conserved Building: Restaurant | Children's Water Play | Gymnasium | Jacuzzi | Yoga Decks | Games Room | Timber Deck | Bio-pond | Vantage Deck | Function Rooms | 50M Lap Pool | Multi-purpose Media Room | Steps Cascades | Guardhouse | Male And Female Changing And Steam Rooms | Toddler's Playground | Seating Corner | Management Office | The Sophia Grand Staircase | Bbq Corner | Substation | Conserved Building: Childcare/kindergarten | Main Entrance Drop-off Plaza | Childcare Drop-off Plaza | Water Wall | Park/greenery View | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Victoria Linda Chow May Fang",300,NA,1.3003978,103.8478986,"street_address"
1640,"Victoria Park Villas","Semi-Detached","$4,000,000","$1,741 psf (Land) /$955 psf (Built-up)",2018,NA,"Athens Residential Development Pte Ltd","Victoria Park Grove","D10 - Tanglin / Holland / Bukit Timah","5",6,NA,NA,"2,297 sqft (Land) / 4,187 sqft (Built-up)","LEASEHOLD/99 years",109,"Park/greenery View | Bathtub | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Private Lift | Private Garden | Roof Terrace | Bombshelter","Elaine Toh",610,NA,1.349718,103.881869,"establishment"
1641,"Adora Green","HDB 4 Rooms","$622,000","$628 psf (Built-up)",NA,"Model A",NA,"347B Yishun Avenue 11 (762347)",NA,"3",2,"Fully Furnished","HIGH","92 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Air Conditioning | Park/greenery View | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Melvin Lim",840,"Yishun",1.4276035,103.8422525,"street_address"
1642,"Mon Jervois","Condominium","$2,551,000","$1,729 psf (Built-up)",2016,"Condominium","Singland Development (Jervois) Pte Ltd","47 Jervois Road (247656)","D10 - Tanglin / Holland / Bukit Timah","3",2,"Partially Furnished",NA,"1,475 sqft (Built-up)","LEASEHOLD/99 years",109,"Main Entrance Water Feature | Picnic Lawn | Jacuzzi Pool | Changing Rooms With Landscape | Tranquil Hideaway | Indoor Gym | Alfresco Party Deck | Entertainment Pavilion | Male And Female Toilets & Changing Room | Guardhouse | Pool Shower | Kid's Play Wall | Jacuzzi Deck | Meditation Deck | Arrival Court | Discovery Bio Pond | Golfer's Green | Key Hold Garden | Sun Deck | Entrance Court | Kid's Water Jet Pool | Reflective Courtyard | Shallow Pool Sundeck | Side Gate | Sunken Bbq Pavilion | Lap Pool | Play Lawn | Secret Garden Walk | Club House | Kid's Play Zone | Al Fresco Dining Deck | Lounge Terrace | Indoor Gym | Hammock Island | Fitness Fiesta Stations | Jungle Jacuzzi | Swimming Pool View | Park/greenery View | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Michelle Chia",720,NA,1.2943798,103.8223993,"street_address"
1643,"Sims Urban Oasis","Condominium","$1,575,300","$1,394 psf (Built-up)",2017,"Condominium","Sims Urban Oasis Pte Ltd","2 Sims Drive (387386)","D14 - Eunos / Geylang / Paya Lebar","3",2,"Partially Furnished",NA,"1,130 sqft (Built-up)","LEASEHOLD/99 years",1024,"Air Conditioning | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Lee Hwee Leng",390,NA,1.3189553,103.8813466,"street_address"
1644,"Centrepoint Apartments","Apartment","$2,200,000","$1,876 psf (Built-up)",1983,"Apartment",NA,"176A Orchard Road (238844)","D9 - Orchard / River Valley","2",NA,NA,NA,"1,173 sqft (Built-up)","LEASEHOLD/99 years",NA,"City View | Renovated | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Joanne Gan",270,NA,1.3019644,103.8398145,"street_address"
1645,"Jurong West Street 64","HDB 5 Rooms","$440,000","$372 psf (Built-up)",2008,"Model A",NA,"677C Jurong West Street 64 (643677)",NA,"3",2,"Fully Furnished","MID","110 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Air Conditioning | Cooker Hob/hood | Water Heater | Bombshelter","Alex Cher",780,"Jurong West",1.3452517,103.7047399,"street_address"
1646,"Bishan Street 13","HDB Executive","$930,000","$585 psf (Built-up)",NA,"Maisonette",NA,"186 Bishan Street 13 (570186)",NA,"3",3,"Partially Furnished",NA,"148 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Air Conditioning | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Walk-in-wardrobe","Adrian Koh S G",550,"Bishan",1.349371,103.8524679,"premise"
1647,"The Coast at Sentosa Cove","Condominium","$6,380,000","$1,572 psf (Built-up)",2009,"Condominium","Ho Bee Cove Pte Ltd","280 Ocean Drive (098451)","D4 - Sentosa / Harbourfront","5+1",NA,NA,NA,"4,058 sqft (Built-up)","LEASEHOLD/99 years",249,"Sea View | Swimming Pool View | Air Conditioning | Cooker Hob/hood | Intercom | Private Pool | Private Lift | Bathtub | Hairdryer | Water Heater | Balcony | Bombshelter | Maidsroom | Terrace","Dominic Lee",NA,NA,1.2455308,103.8437068,"street_address"
1648,"Riversound Residence","Condominium","$1,198,000","$1,030 psf (Built-up)",NA,"Condominium","Qingjian Realty (Sengkang) Pte Ltd","1 Sengkang East Avenue (544811)","D19 - Hougang / Punggol / Sengkang",NA,2,"Not Furnished","HIGH","1,163 sqft (Built-up)","LEASEHOLD/99 years",590,"Hydro Fitness Pool | Entrance Water Feature | Hydro Spa | Wading Pool | Function Room | Lounge | Gym | Outdoor Cafeteria | Outdoor Gym | Tennis Courts | Spa Pavillion | Clubhouse | Sauna | Water  Terrace | Inifinity Swimming Pool | Children Playground | Renovated | Air Conditioning | Water Heater | Cooker Hob/hood","Melvin Lim",310,NA,1.3814965,103.9026895,"street_address"
1649,"Fernvale Road","HDB 4 Rooms","$460,000","$455 psf (Built-up)",NA,"Model A",NA,"445A Fernvale Road (791445)",NA,"3",2,"Partially Furnished","HIGH","94 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Park/greenery View | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater | Bombshelter","Ace Choo",200,"Sengkang",1.392091,103.87442,"street_address"
1650,"Reflections At Keppel Bay","Condominium","$2,250,000","$2,178 psf (Built-up)",2011,"Condominium","Keppel Bay Pte Ltd","29 Keppel Bay View (098417)","D4 - Sentosa / Harbourfront","2+1",1,"Partially Furnished","MID","1,033 sqft (Built-up)","LEASEHOLD/99 years",1129,"Securities | Club House | Gymnasium | Landscaped Garden | Swimming Pool | Wadpool | Tennis Court | Jacuzzi | Corner Unit | Sea View | Swimming Pool View | Original Condition | Bathtub | Intercom | Water Heater | Cooker Hob/hood | Air Conditioning | Air-conditioning | Wardrobe | Kitchen | Balcony","Tan Meng Noel",460,NA,1.2666139,103.81036,"street_address"
