Movie,Distributor,Budget,US Gross,Worldwide Gross,Release Date
Cold Mountain ,Miramax,"$80,000,000 ","$95,632,614 ","$161,632,614 ",25/12/2003
The Manchurian Candidate ,Paramount Pictures,"$80,000,000 ","$65,948,711 ","$96,148,711 ",30/7/2004
Robots ,20th Century Fox,"$80,000,000 ","$128,200,012 ","$260,700,012 ",11/3/2005
Bewitched ,Sony,"$80,000,000 ","$63,313,159 ","$131,413,159 ",24/6/2005
The Brothers Grimm ,MGM/UA,"$80,000,000 ","$37,899,638 ","$105,299,638 ",26/8/2005
A Sound of Thunder ,Warner Bros.,"$80,000,000 ","$1,900,451 ","$6,300,451 ",2/9/2005
The Legend of Zorro ,Sony,"$80,000,000 ","$45,575,336 ","$141,475,336 ",28/10/2005
The Pink Panther ,MGM/UA,"$80,000,000 ","$82,226,474 ","$158,926,474 ",10/2/2006
The Wild ,Buena Vista,"$80,000,000 ","$37,384,046 ","$99,384,046 ",14/4/2006
Déjà Vu ,Buena Vista,"$80,000,000 ","$64,038,616 ","$181,038,616 ",22/11/2006
Arthur et les Minimoys ,Weinstein Co.,"$80,000,000 ","$15,132,763 ","$110,102,340 ",15/12/2006
The Invasion ,Warner Bros.,"$80,000,000 ","$15,074,191 ","$40,147,042 ",17/8/2007
Eagle Eye ,Paramount Pictures,"$80,000,000 ","$101,440,743 ","$178,066,569 ",26/9/2008
Four Christmases ,New Line,"$80,000,000 ","$120,146,040 ","$163,546,040 ",26/11/2008
Surrogates ,Buena Vista,"$80,000,000 ","$38,577,772 ","$116,877,772 ",25/9/2009
The Book of Eli ,,"$80,000,000 ","$75,985,107 ","$85,985,107 ",15/1/2010
The Lion King ,Buena Vista,"$79,300,000 ","$328,539,505 ","$783,839,505 ",15/6/1994
A Beautiful Mind ,Universal,"$78,000,000 ","$170,708,996 ","$316,708,996 ",21/12/2001
Red Dragon ,Universal,"$78,000,000 ","$92,955,420 ","$206,455,420 ",4/10/2002
The League of Extraordinary Gentlemen ,20th Century Fox,"$78,000,000 ","$66,465,204 ","$179,265,204 ",11/7/2003
Hidalgo ,Buena Vista,"$78,000,000 ","$67,286,731 ","$107,336,658 ",5/3/2004
Exorcist: The Beginning ,Warner Bros.,"$78,000,000 ","$41,814,863 ","$43,957,541 ",20/8/2004
Australia ,,"$78,000,000 ","$49,551,662 ","$207,482,792 ",26/11/2008
The Adventures of Rocky & Bullwinkle ,Universal,"$76,000,000 ","$26,000,610 ","$35,129,610 ",30/6/2000
2 Fast 2 Furious ,Universal,"$76,000,000 ","$127,120,058 ","$236,220,058 ",6/6/2003
Children of Men ,Universal,"$76,000,000 ","$35,552,383 ","$69,450,202 ",25/12/2006
Daddy Day Camp ,Sony,"$76,000,000 ","$13,235,267 ","$18,197,398 ",8/8/2007
First Knight ,Sony,"$75,000,000 ","$37,361,412 ","$127,361,412 ",7/7/1995
The Rock ,,"$75,000,000 ","$134,069,511 ","$336,069,511 ",7/6/1996
Independence Day ,20th Century Fox,"$75,000,000 ","$306,169,255 ","$817,400,878 ",3/7/1996
The Lost World: Jurassic Park ,Universal,"$75,000,000 ","$229,086,679 ","$786,686,679 ",23/5/1997
Soldier ,Warner Bros.,"$75,000,000 ","$14,623,082 ",Unknown,23/10/1998
Virus ,Universal,"$75,000,000 ","$14,010,690 ","$30,626,690 ",15/1/1999
Life ,Universal,"$75,000,000 ","$64,062,587 ","$73,521,587 ",16/4/1999
Inspector Gadget ,Buena Vista,"$75,000,000 ","$97,387,965 ",Unknown,23/7/1999
Anna and the King ,20th Century Fox,"$75,000,000 ","$39,251,128 ",Unknown,17/12/1999
Titan A.E. ,20th Century Fox,"$75,000,000 ","$22,751,979 ","$36,751,979 ",16/6/2000
X-Men ,20th Century Fox,"$75,000,000 ","$157,299,717 ","$334,627,820 ",14/7/2000
Vertical Limit ,Sony,"$75,000,000 ","$68,473,360 ","$213,500,000 ",8/12/2000
Monkeybone ,20th Century Fox,"$75,000,000 ","$5,409,517 ",Unknown,23/2/2001
Bandits ,MGM/UA,"$75,000,000 ","$41,523,271 ","$71,523,271 ",12/10/2001
Tears of the Sun ,Sony,"$75,000,000 ","$43,632,458 ","$85,632,458 ",7/3/2003
Hollywood Homicide ,Sony,"$75,000,000 ","$30,207,785 ","$51,107,785 ",13/6/2003
50 First Dates ,Sony,"$75,000,000 ","$120,776,832 ","$196,376,832 ",13/2/2004
The Terminal ,DreamWorks SKG,"$75,000,000 ","$77,073,959 ","$218,673,959 ",18/6/2004
Shark Tale ,DreamWorks SKG,"$75,000,000 ","$160,861,908 ","$367,275,019 ",1/10/2004
Flight of the Phoenix ,20th Century Fox,"$75,000,000 ","$21,009,180 ","$34,009,180 ",17/12/2004
Spanglish ,Sony,"$75,000,000 ","$42,044,321 ","$54,344,321 ",17/12/2004
Constantine ,Warner Bros.,"$75,000,000 ","$75,976,178 ","$230,884,728 ",18/2/2005
Be Cool ,MGM/UA,"$75,000,000 ","$55,849,401 ","$94,849,401 ",4/3/2005
Hostage ,Miramax,"$75,000,000 ","$34,636,443 ","$77,636,443 ",11/3/2005
Madagascar ,DreamWorks SKG,"$75,000,000 ","$193,595,521 ","$532,680,671 ",27/5/2005
Munich ,DreamWorks SKG,"$75,000,000 ","$47,379,090 ","$130,279,090 ",23/12/2005
Ice Age: The Meltdown ,20th Century Fox,"$75,000,000 ","$195,330,621 ","$651,899,282 ",31/3/2006
Lady in the Water ,Warner Bros.,"$75,000,000 ","$42,285,169 ","$72,785,169 ",21/7/2006
Monster House ,Sony,"$75,000,000 ","$73,661,010 ","$140,161,010 ",21/7/2006
Dreamgirls ,DreamWorks SKG,"$75,000,000 ","$103,365,956 ","$154,965,956 ",15/12/2006
Hairspray ,New Line,"$75,000,000 ","$118,823,091 ","$202,823,091 ",20/7/2007
Charlie Wilson's War ,Universal,"$75,000,000 ","$66,661,095 ","$118,661,095 ",21/12/2007
Wanted ,Universal,"$75,000,000 ","$134,508,551 ","$340,934,768 ",27/6/2008
Valkyrie ,United Artists,"$75,000,000 ","$83,077,470 ","$198,686,497 ",25/12/2008
It's Complicated ,Universal,"$75,000,000 ","$104,782,080 ","$168,367,553 ",25/12/2009
Unbreakable ,Buena Vista,"$73,243,106 ","$94,999,143 ","$248,099,143 ",22/11/2000
Sphere ,Warner Bros.,"$73,000,000 ","$37,068,294 ","$50,168,294 ",13/2/1998
Snake Eyes ,Paramount Pictures,"$73,000,000 ","$55,591,409 ","$103,891,409 ",7/8/1998
Talladega Nights: The Ballad of Ricky Bobby ,Sony,"$73,000,000 ","$148,213,377 ","$163,013,377 ",4/8/2006
The Simpsons Movie ,20th Century Fox,"$72,500,000 ","$183,135,014 ","$527,071,022 ",27/7/2007
The Kingdom ,Universal,"$72,500,000 ","$47,467,250 ","$86,509,602 ",28/9/2007
Fool's Gold ,Warner Bros.,"$72,500,000 ","$70,231,041 ","$111,231,041 ",8/2/2008
Braveheart ,Paramount Pictures,"$72,000,000 ","$75,545,647 ","$209,000,000 ",24/5/1995
Driven ,Warner Bros.,"$72,000,000 ","$32,616,869 ","$54,616,869 ",27/4/2001
Doctor Dolittle 2 ,20th Century Fox,"$72,000,000 ","$112,950,721 ","$176,101,721 ",22/6/2001
The Majestic ,Warner Bros.,"$72,000,000 ","$27,796,042 ","$37,306,334 ",21/12/2001
Two Brothers ,Universal,"$72,000,000 ","$18,947,630 ","$39,925,603 ",25/6/2004
Jarhead ,Universal,"$72,000,000 ","$62,647,540 ","$96,947,540 ",4/11/2005
The Village ,Buena Vista,"$71,682,975 ","$114,197,520 ","$260,197,520 ",30/7/2004
Doctor Dolittle ,20th Century Fox,"$71,500,000 ","$144,156,605 ","$294,156,605 ",26/6/1998
Signs ,Buena Vista,"$70,702,619 ","$227,965,690 ","$408,265,690 ",2/8/2002
Who Framed Roger Rabbit? ,Buena Vista,"$70,000,000 ","$154,112,492 ","$351,500,000 ",22/6/1988
The Abyss ,20th Century Fox,"$70,000,000 ","$54,243,125 ",Unknown,9/8/1989
Die Hard 2 ,20th Century Fox,"$70,000,000 ","$117,323,878 ","$239,814,025 ",4/7/1990
Hook ,Sony,"$70,000,000 ","$119,654,823 ","$300,854,823 ",11/12/1991
Wolf ,Sony,"$70,000,000 ","$65,011,757 ","$131,011,757 ",17/6/1994
Ransom ,Buena Vista,"$70,000,000 ","$136,492,681 ","$308,700,000 ",8/11/1996
Hercules ,Buena Vista,"$70,000,000 ","$99,112,101 ","$250,700,000 ",15/6/1997
Seven Years in Tibet ,Sony,"$70,000,000 ","$37,945,884 ","$131,445,884 ",10/10/1997
Hard Rain ,Paramount Pictures,"$70,000,000 ","$19,870,567 ",Unknown,16/1/1998
The Siege ,20th Century Fox,"$70,000,000 ","$40,934,175 ","$116,625,798 ",6/11/1998
Star Trek: Insurrection ,Paramount Pictures,"$70,000,000 ","$70,187,658 ","$117,800,000 ",11/12/1998
Runaway Bride ,Paramount Pictures,"$70,000,000 ","$152,257,509 ","$308,007,919 ",30/7/1999
Sleepy Hollow ,Paramount Pictures,"$70,000,000 ","$101,068,340 ","$207,068,340 ",19/11/1999
Osmosis Jones ,Warner Bros.,"$70,000,000 ","$13,596,911 ",Unknown,10/8/2001
Vanilla Sky ,Paramount Pictures,"$70,000,000 ","$100,614,858 ","$202,726,605 ",14/12/2001
Rollerball ,MGM/UA,"$70,000,000 ","$18,990,542 ","$25,852,508 ",8/2/2002
Hart's War ,MGM/UA,"$70,000,000 ","$19,076,815 ","$33,076,815 ",15/2/2002
We Were Soldiers ,Paramount Pictures,"$70,000,000 ","$78,120,196 ","$114,658,262 ",1/3/2002
Bad Company ,Buena Vista,"$70,000,000 ","$30,157,016 ","$69,157,016 ",7/6/2002
xXx ,Sony,"$70,000,000 ","$141,930,000 ","$267,200,000 ",9/8/2002
Ballistic: Ecks vs. Sever ,Warner Bros.,"$70,000,000 ","$14,294,842 ",Unknown,20/9/2002
I Spy ,Sony,"$70,000,000 ","$33,561,137 ",Unknown,1/11/2002
S.W.A.T. ,Sony,"$70,000,000 ","$116,877,597 ","$198,100,000 ",8/8/2003
Big Fish ,Columbia,"$70,000,000 ","$66,432,867 ","$123,432,867 ",10/12/2003
Shrek 2 ,DreamWorks SKG,"$70,000,000 ","$441,226,247 ","$919,838,758 ",19/5/2004
AVP: Alien Vs. Predator ,20th Century Fox,"$70,000,000 ","$80,281,096 ","$172,543,519 ",13/8/2004
Sky Captain and the World of Tomorrow ,Paramount Pictures,"$70,000,000 ","$37,760,080 ","$49,730,854 ",17/9/2004
Doom ,Universal,"$70,000,000 ","$28,212,337 ","$54,612,337 ",21/10/2005
Basic Instinct 2 ,MGM/UA,"$70,000,000 ","$5,946,136 ","$35,417,162 ",31/3/2006
Cars ,Buena Vista,"$70,000,000 ","$244,082,982 ","$461,982,881 ",9/6/2006
Stardust ,Paramount Pictures,"$70,000,000 ","$38,634,938 ","$135,556,675 ",10/8/2007
Funny People ,Universal,"$70,000,000 ","$51,855,045 ","$71,651,597 ",31/7/2009
Inglourious Basterds ,Weinstein Co.,"$70,000,000 ","$120,831,050 ","$320,351,773 ",21/8/2009
Agora ,,"$70,000,000 ",Unknown,"$31,317,740 ",31/12/2009
Money Train ,Sony,"$68,000,000 ","$35,324,232 ","$77,224,232 ",22/11/1995
The Mystery Men ,Universal,"$68,000,000 ","$29,762,011 ",Unknown,6/8/1999
The Insider ,Buena Vista,"$68,000,000 ","$28,965,197 ","$60,265,197 ",5/11/1999
The Score ,Paramount Pictures,"$68,000,000 ","$71,069,884 ","$113,542,091 ",13/7/2001
The Sum of All Fears ,Paramount Pictures,"$68,000,000 ","$118,471,320 ","$193,500,000 ",31/5/2002
Dreamcatcher ,Warner Bros.,"$68,000,000 ","$33,685,268 ","$75,685,268 ",21/3/2003
Body of Lies ,Paramount Pictures,"$67,500,000 ","$39,394,666 ","$108,394,666 ",10/10/2008
Last Man Standing ,New Line,"$67,000,000 ","$18,115,927 ",Unknown,20/9/1996
The Last Legion ,Weinstein Co.,"$67,000,000 ","$5,932,060 ","$21,439,015 ",17/8/2007
The X Files: Fight the Future ,20th Century Fox,"$66,000,000 ","$83,898,313 ","$189,176,423 ",19/6/1998
Entrapment ,20th Century Fox,"$66,000,000 ","$87,707,396 ","$211,700,000 ",30/4/1999
Total Recall ,Sony,"$65,000,000 ","$119,394,839 ","$261,400,000 ",1/6/1990
Hudson Hawk ,Sony,"$65,000,000 ","$17,218,916 ",Unknown,24/5/1991
Cliffhanger ,Sony,"$65,000,000 ","$84,049,211 ","$255,000,000 ",28/5/1993
Apollo 13 ,United Artists,"$65,000,000 ","$172,070,496 ","$334,100,000 ",30/6/1995
Jumanji ,Sony,"$65,000,000 ","$100,458,310 ","$262,758,310 ",15/12/1995
Broken Arrow ,20th Century Fox,"$65,000,000 ","$70,645,997 ","$148,345,997 ",9/2/1996
The Long Kiss Goodnight ,New Line,"$65,000,000 ","$33,447,612 ",Unknown,11/10/1996
Primary Colors ,Universal,"$65,000,000 ","$39,017,984 ",Unknown,20/3/1998
The Mask of Zorro ,Sony,"$65,000,000 ","$93,828,745 ","$233,700,000 ",17/7/1998
Saving Private Ryan ,DreamWorks SKG,"$65,000,000 ","$216,335,085 ","$481,635,085 ",24/7/1998
You've Got Mail ,Warner Bros.,"$65,000,000 ","$115,821,495 ","$250,800,000 ",18/12/1998
The Matrix ,Warner Bros.,"$65,000,000 ","$171,479,930 ","$460,279,930 ",31/3/1999
Eyes Wide Shut ,Warner Bros.,"$65,000,000 ","$55,691,208 ","$86,257,553 ",16/7/1999
Fight Club ,20th Century Fox,"$65,000,000 ","$37,030,102 ","$100,853,753 ",15/10/1999
The Kid ,Buena Vista,"$65,000,000 ","$69,688,384 ",Unknown,7/7/2000
Space Cowboys ,Warner Bros.,"$65,000,000 ","$90,454,043 ","$128,874,043 ",4/8/2000
Lucky Numbers ,Paramount Pictures,"$65,000,000 ","$10,014,234 ",Unknown,27/10/2000
Proof of Life ,Warner Bros.,"$65,000,000 ","$32,598,931 ","$62,761,005 ",8/12/2000
What Women Want ,Paramount Pictures,"$65,000,000 ","$182,805,123 ","$372,100,000 ",15/12/2000
Ice Age ,20th Century Fox,"$65,000,000 ","$176,387,405 ","$383,257,136 ",15/3/2002
The Santa Clause 2 ,Buena Vista,"$65,000,000 ","$139,225,854 ","$172,825,854 ",1/11/2002
The Missing ,Sony Pictures,"$65,000,000 ","$26,900,336 ","$38,253,433 ",26/11/2003
Mona Lisa Smile ,Sony,"$65,000,000 ","$63,803,100 ","$121,598,309 ",19/12/2003
Blade: Trinity ,New Line,"$65,000,000 ","$52,397,389 ","$132,397,389 ",8/12/2004
Elektra ,20th Century Fox,"$65,000,000 ","$24,409,722 ","$56,409,722 ",14/1/2005
Oliver Twist ,Sony,"$65,000,000 ","$2,070,920 ","$26,670,920 ",23/9/2005
Zathura ,Columbia,"$65,000,000 ","$28,045,540 ","$58,545,540 ",11/11/2005
World Trade Center ,Paramount Pictures,"$65,000,000 ","$70,278,893 ","$163,278,893 ",9/8/2006
Death Race ,Paramount Pictures,"$65,000,000 ","$36,316,032 ","$72,516,819 ",22/8/2008
Astro Boy ,Summit,"$65,000,000 ","$19,551,067 ","$29,151,067 ",23/10/2009
The Lovely Bones ,DreamWorks SKG,"$65,000,000 ","$38,647,080 ","$46,507,330 ",11/12/2009
Foodfight! ,Lion's Gate,"$65,000,000 ",Unknown,Unknown,31/12/2009
Random Hearts ,Sony,"$64,000,000 ","$31,054,924 ","$63,200,000 ",8/10/1999
Little Man ,Sony,"$64,000,000 ","$58,636,047 ","$101,636,047 ",14/7/2006
Perfume: The Story of a Murderer ,DreamWorks SKG,"$63,700,000 ","$2,223,293 ","$132,180,323 ",27/12/2006
Jurassic Park ,Universal,"$63,000,000 ","$357,067,947 ","$923,067,947 ",11/6/1993
Wyatt Earp ,Warner Bros.,"$63,000,000 ","$25,052,000 ",Unknown,24/6/1994
Austin Powers in Goldmember ,New Line,"$63,000,000 ","$213,117,789 ","$292,738,626 ",25/7/2002
Clear and Present Danger ,Paramount Pictures,"$62,000,000 ","$122,012,656 ","$207,500,000 ",3/8/1994
The American President ,Sony,"$62,000,000 ","$60,022,813 ","$107,822,813 ",17/11/1995
U-571 ,Universal,"$62,000,000 ","$77,086,030 ","$127,630,030 ",21/4/2000
3000 Miles to Graceland ,Warner Bros.,"$62,000,000 ","$15,738,632 ","$18,708,848 ",23/2/2001
Blades of Glory ,DreamWorks SKG,"$61,000,000 ","$118,594,548 ","$145,594,548 ",30/3/2007
Days of Thunder ,Paramount Pictures,"$60,000,000 ","$82,670,733 ","$157,670,733 ",27/6/1990
Under Siege 2: Dark Territory ,Warner Bros.,"$60,000,000 ","$50,024,083 ","$104,324,083 ",14/7/1995
Goldeneye ,MGM/UA,"$60,000,000 ","$106,429,941 ","$356,429,941 ",17/11/1995
Up Close & Personal ,Buena Vista,"$60,000,000 ","$51,045,801 ","$100,645,801 ",1/3/1996
Jingle All the Way ,20th Century Fox,"$60,000,000 ","$60,592,389 ","$129,832,389 ",22/11/1996
The Relic ,Paramount Pictures,"$60,000,000 ","$33,956,608 ",Unknown,10/1/1997
Event Horizon ,Paramount Pictures,"$60,000,000 ","$26,673,242 ",Unknown,15/8/1997
The Jackal ,Universal,"$60,000,000 ","$54,956,941 ","$159,356,941 ",14/11/1997
Alien: Resurrection ,20th Century Fox,"$60,000,000 ","$47,795,018 ","$160,700,000 ",28/11/1997
Mercury Rising ,Universal,"$60,000,000 ","$32,983,332 ",Unknown,3/4/1998
The Horse Whisperer ,Buena Vista,"$60,000,000 ","$75,383,563 ",Unknown,15/5/1998
The Truman Show ,Paramount Pictures,"$60,000,000 ","$125,618,201 ","$248,400,000 ",5/6/1998
The Avengers ,Warner Bros.,"$60,000,000 ","$23,385,416 ","$48,585,416 ",14/8/1998
Antz ,DreamWorks SKG,"$60,000,000 ","$90,757,863 ","$152,457,863 ",2/10/1998
Holy Man ,Buena Vista,"$60,000,000 ","$12,069,719 ",Unknown,9/10/1998
Practical Magic ,Warner Bros.,"$60,000,000 ","$46,850,558 ","$68,336,997 ",16/10/1998
The Prince of Egypt ,DreamWorks SKG,"$60,000,000 ","$101,413,188 ","$218,600,000 ",18/12/1998
A Civil Action ,Buena Vista,"$60,000,000 ","$56,709,981 ",Unknown,25/12/1998
My Favorite Martian ,Buena Vista,"$60,000,000 ","$36,850,101 ",Unknown,12/2/1999
EDtv ,Universal,"$60,000,000 ","$22,508,689 ","$35,319,689 ",26/3/1999
The General's Daughter ,Paramount Pictures,"$60,000,000 ","$102,705,852 ","$149,705,852 ",18/6/1999
Deep Blue Sea ,Warner Bros.,"$60,000,000 ","$73,648,228 ","$165,048,228 ",28/7/1999
The Green Mile ,Warner Bros.,"$60,000,000 ","$136,801,374 ","$286,601,374 ",10/12/1999
Any Given Sunday ,Warner Bros.,"$60,000,000 ","$75,530,832 ","$100,230,832 ",22/12/1999
Supernova ,MGM/UA,"$60,000,000 ","$14,218,868 ",Unknown,14/1/2000
Rules of Engagement ,Paramount Pictures,"$60,000,000 ","$61,322,858 ","$71,719,931 ",7/4/2000
Almost Famous ,DreamWorks SKG,"$60,000,000 ","$32,522,352 ","$47,371,191 ",15/9/2000
The Legend of Bagger Vance ,DreamWorks SKG,"$60,000,000 ","$30,695,227 ","$39,235,486 ",3/11/2000
The Family Man ,Universal,"$60,000,000 ","$75,764,085 ","$124,715,863 ",22/12/2000
Cats & Dogs ,Warner Bros.,"$60,000,000 ","$93,375,151 ","$200,700,000 ",4/7/2001
The Last Castle ,DreamWorks SKG,"$60,000,000 ","$18,208,078 ","$20,541,668 ",19/10/2001
Dragonfly ,Universal,"$60,000,000 ","$30,063,805 ",Unknown,22/2/2002
The Scorpion King ,Universal,"$60,000,000 ","$90,580,000 ","$164,529,000 ",19/4/2002
The Bourne Identity ,Universal,"$60,000,000 ","$121,468,960 ","$213,300,000 ",14/6/2002
Reign of Fire ,Buena Vista,"$60,000,000 ","$43,061,982 ","$82,150,183 ",12/7/2002
The Tuxedo ,DreamWorks SKG,"$60,000,000 ","$50,586,000 ",Unknown,27/9/2002
Analyze That ,Warner Bros.,"$60,000,000 ","$32,122,249 ","$54,994,757 ",6/12/2002
Star Trek: Nemesis ,Paramount Pictures,"$60,000,000 ","$43,254,409 ","$67,312,826 ",13/12/2002
Two Weeks Notice ,Warner Bros.,"$60,000,000 ","$93,354,918 ","$199,043,309 ",20/12/2002
Kangaroo Jack ,Warner Bros.,"$60,000,000 ","$66,723,216 ","$90,723,216 ",17/1/2003
Daddy Day Care ,Sony,"$60,000,000 ","$104,148,781 ","$164,285,587 ",9/5/2003
The Italian Job ,Paramount Pictures,"$60,000,000 ","$106,126,012 ","$175,826,012 ",30/5/2003
Sinbad: Legend of the Seven Seas ,DreamWorks SKG,"$60,000,000 ","$26,483,452 ","$80,767,884 ",2/7/2003
Intolerable Cruelty ,Universal,"$60,000,000 ","$35,327,628 ","$121,327,628 ",10/10/2003
Beyond Borders ,Paramount Pictures,"$60,000,000 ","$4,426,297 ","$11,427,090 ",24/10/2003
Paycheck ,Paramount Pictures,"$60,000,000 ","$53,789,313 ","$89,350,576 ",25/12/2003
Starsky & Hutch ,Warner Bros.,"$60,000,000 ","$88,200,225 ","$170,200,225 ",5/3/2004
Hellboy ,Sony,"$60,000,000 ","$59,623,958 ","$99,823,958 ",2/4/2004
Man on Fire ,20th Century Fox,"$60,000,000 ","$77,906,816 ","$118,706,816 ",23/4/2004
Collateral ,DreamWorks SKG,"$60,000,000 ","$100,170,152 ","$217,670,152 ",6/8/2004
Ladder 49 ,Buena Vista,"$60,000,000 ","$74,541,707 ","$102,332,848 ",1/10/2004
Meet the Fockers ,Universal,"$60,000,000 ","$279,167,575 ","$516,567,575 ",22/12/2004
Miss Congeniality 2: Armed and Fabulous ,Warner Bros.,"$60,000,000 ","$48,478,006 ","$101,382,396 ",24/3/2005
XXX: State of the Union ,Sony,"$60,000,000 ","$26,873,932 ","$71,073,932 ",29/4/2005
Dark Water ,Buena Vista,"$60,000,000 ","$25,473,093 ","$49,473,093 ",8/7/2005
Sky High ,Buena Vista,"$60,000,000 ","$63,939,454 ","$81,627,454 ",29/7/2005
The Great Raid ,Miramax,"$60,000,000 ","$10,166,502 ","$10,597,070 ",12/8/2005
Chicken Little ,Buena Vista,"$60,000,000 ","$135,386,665 ","$314,432,738 ",4/11/2005
Cheaper by the Dozen 2 ,20th Century Fox,"$60,000,000 ","$82,571,173 ","$135,015,330 ",21/12/2005
The Shaggy Dog ,Buena Vista,"$60,000,000 ","$61,123,569 ","$87,123,569 ",10/3/2006
The Sentinel ,20th Century Fox,"$60,000,000 ","$36,280,697 ","$77,280,697 ",21/4/2006
The Black Dahlia ,Universal,"$60,000,000 ","$22,672,813 ","$46,672,813 ",15/9/2006
Flyboys ,MGM/UA,"$60,000,000 ","$13,090,630 ","$14,816,379 ",22/9/2006
300,Warner Bros.,"$60,000,000 ","$210,614,939 ","$456,068,181 ",9/3/2007
Shooter ,Paramount Pictures,"$60,000,000 ","$47,003,582 ","$95,203,582 ",23/3/2007
The Happening ,20th Century Fox,"$60,000,000 ","$64,506,874 ","$163,403,799 ",13/6/2008
Meet Dave ,20th Century Fox,"$60,000,000 ","$11,803,254 ","$50,648,806 ",11/7/2008
Righteous Kill ,,"$60,000,000 ","$40,081,410 ","$76,781,410 ",12/9/2008
Inkheart ,New Line,"$60,000,000 ","$17,303,424 ","$58,051,454 ",23/1/2009
Coraline ,,"$60,000,000 ","$75,286,229 ","$124,062,750 ",6/2/2009
State of Play ,Universal,"$60,000,000 ","$37,017,955 ","$88,336,552 ",17/4/2009
Year One ,Sony,"$60,000,000 ","$43,337,279 ","$57,604,723 ",19/6/2009
Couples Retreat ,,"$60,000,000 ","$109,189,890 ","$167,737,699 ",9/10/2009
Edge of Darkness ,,"$60,000,000 ","$19,917,124 ",Unknown,29/1/2010
Rambo III ,TriStar Pictures,"$58,000,000 ","$53,715,611 ","$188,715,611 ",25/5/1988
Sabrina ,Paramount Pictures,"$58,000,000 ","$53,458,319 ","$87,100,000 ",15/12/1995
The Flintstones in Viva Rock Vegas ,Universal,"$58,000,000 ","$35,231,365 ","$59,431,365 ",28/4/2000
Just Like Heaven ,DreamWorks SKG,"$58,000,000 ","$48,318,130 ","$100,687,083 ",16/9/2005
Leatherheads ,Universal,"$58,000,000 ","$31,373,938 ","$40,830,862 ",4/4/2008
Sex and the City ,New Line,"$57,500,000 ","$152,647,258 ","$415,247,258 ",30/5/2008
Dragonheart ,Universal,"$57,000,000 ","$51,364,680 ","$104,364,680 ",31/5/1996
Devil's Advocate ,Warner Bros.,"$57,000,000 ","$61,007,424 ","$153,007,424 ",17/10/1997
Captain Corelli's Mandolin ,Miramax,"$57,000,000 ","$25,528,495 ","$62,528,495 ",17/8/2001
After the Sunset ,New Line,"$57,000,000 ","$28,328,132 ","$38,329,114 ",12/11/2004
Anger Management ,Sony,"$56,000,000 ","$135,560,942 ","$195,660,942 ",11/4/2003
Walking Tall ,MGM/UA,"$56,000,000 ","$46,213,824 ","$47,313,824 ",2/4/2004
The Pacifier ,Buena Vista,"$56,000,000 ","$113,006,880 ","$198,006,880 ",4/3/2005
Tango & Cash ,Warner Bros.,"$55,000,000 ","$63,408,614 ",Unknown,22/12/1989
Alien³ ,20th Century Fox,"$55,000,000 ","$54,927,174 ","$158,500,000 ",22/5/1992
Death Becomes Her ,Universal,"$55,000,000 ","$58,422,650 ","$149,022,650 ",31/7/1992
Forrest Gump ,Paramount Pictures,"$55,000,000 ","$329,694,499 ","$679,400,525 ",6/7/1994
Stargate ,MGM/UA,"$55,000,000 ","$71,565,669 ","$196,565,669 ",28/10/1994
Crimson Tide ,Buena Vista,"$55,000,000 ","$91,387,195 ","$159,387,195 ",12/5/1995
Casper ,Universal,"$55,000,000 ","$100,328,194 ","$282,300,000 ",26/5/1995
Pocahontas ,Buena Vista,"$55,000,000 ","$141,579,773 ","$347,100,000 ",10/6/1995
Executive Decision ,Warner Bros.,"$55,000,000 ","$56,679,192 ","$122,079,192 ",15/3/1996
The Nutty Professor ,Universal,"$55,000,000 ","$128,814,019 ","$273,814,019 ",28/6/1996
Chain Reaction ,20th Century Fox,"$55,000,000 ","$21,226,204 ","$60,209,334 ",2/8/1996
The Fan ,Sony,"$55,000,000 ","$18,582,965 ",Unknown,16/8/1996
The Ghost and the Darkness ,Paramount Pictures,"$55,000,000 ","$38,564,422 ",Unknown,11/10/1996
Evita ,Buena Vista,"$55,000,000 ","$50,047,179 ","$151,947,179 ",25/12/1996
Turbulence ,MGM/UA,"$55,000,000 ","$11,532,774 ",Unknown,10/1/1997
George Of The Jungle ,Buena Vista,"$55,000,000 ","$105,263,257 ","$174,463,257 ",16/7/1997
City of Angels ,Warner Bros.,"$55,000,000 ","$78,750,909 ","$198,750,909 ",10/4/1998
Lolita ,,"$55,000,000 ","$1,147,784 ",Unknown,22/7/1998
Ronin ,MGM/UA,"$55,000,000 ","$41,610,884 ",Unknown,25/9/1998
Instinct ,Buena Vista,"$55,000,000 ","$34,105,207 ",Unknown,4/6/1999
Bowfinger ,Universal,"$55,000,000 ","$66,458,769 ","$98,699,769 ",13/8/1999
Shanghai Noon ,Buena Vista,"$55,000,000 ","$56,932,305 ","$71,189,835 ",26/5/2000
Meet the Parents ,Universal,"$55,000,000 ","$166,225,040 ","$301,500,000 ",6/10/2000
Eye See You ,DEJ Productions,"$55,000,000 ","$79,161 ","$1,807,990 ",20/9/2002
Maid in Manhattan ,Sony,"$55,000,000 ","$93,932,896 ","$154,832,896 ",13/12/2002
Gods and Generals ,Warner Bros.,"$55,000,000 ","$12,882,934 ","$12,923,936 ",21/2/2003
The Hunted ,Paramount Pictures,"$55,000,000 ","$34,234,008 ","$45,016,494 ",14/3/2003
